codigo_ibge_7,nome_municipio_ibge,codigo_uf_ibge,nome_uf_ibge,regiao,observacoes_elegiveis,anos_elegiveis,semanas_risco,proporcao_semanas_risco,anos_com_risco,primeira_semana_risco,ultima_semana_risco,episodios,duracao_media_episodio,duracao_mediana_episodio,duracao_maxima_episodio,episodios_multianuais,recorrencia_multianual
4210100,Mafra,42,Santa Catarina,Sul,418,8,74,0.17703349282296652,7,2019-07-14,2025-10-12,11,6.7272727272727275,4.0,23.0,0,True
4210209,Major Gercino,42,Santa Catarina,Sul,418,8,33,0.07894736842105263,5,2018-07-22,2025-06-08,5,6.6,4.0,13.0,0,True
4210308,Major Vieira,42,Santa Catarina,Sul,418,8,20,0.04784688995215311,3,2023-03-19,2025-07-20,4,5.0,4.0,8.0,0,True
4210407,Maracajá,42,Santa Catarina,Sul,418,8,34,0.08133971291866028,4,2018-11-11,2025-03-09,5,6.8,4.0,19.0,0,True
4210506,Maravilha,42,Santa Catarina,Sul,418,8,104,0.24880382775119617,7,2019-03-31,2025-12-28,15,6.933333333333334,4.0,28.0,1,True
4210555,Marema,42,Santa Catarina,Sul,418,8,30,0.07177033492822966,2,2022-03-27,2024-06-09,3,10.0,11.0,15.0,0,True
4210605,Massaranduba,42,Santa Catarina,Sul,418,8,83,0.19856459330143542,7,2019-03-10,2025-10-12,12,6.916666666666667,4.0,25.0,0,True
4210704,Matos Costa,42,Santa Catarina,Sul,418,8,4,0.009569377990430622,1,2024-02-25,2024-03-17,1,4.0,4.0,4.0,0,False
4210803,Meleiro,42,Santa Catarina,Sul,418,8,9,0.0215311004784689,2,2023-10-15,2024-04-28,2,4.5,4.5,5.0,0,True
4210852,Mirim Doce,42,Santa Catarina,Sul,418,8,12,0.028708133971291867,3,2022-04-17,2025-06-01,3,4.0,4.0,4.0,0,True
4210902,Modelo,42,Santa Catarina,Sul,418,8,31,0.07416267942583732,4,2022-04-17,2025-12-07,5,6.2,4.0,14.0,0,True
4211009,Mondaí,42,Santa Catarina,Sul,418,8,92,0.22009569377990432,6,2020-05-31,2025-01-26,14,6.571428571428571,4.0,21.0,0,True
4211058,Monte Carlo,42,Santa Catarina,Sul,418,8,18,0.0430622009569378,2,2024-03-17,2025-05-04,2,9.0,9.0,14.0,0,True
4211108,Monte Castelo,42,Santa Catarina,Sul,418,8,26,0.06220095693779904,3,2019-05-12,2024-05-19,5,5.2,4.0,10.0,0,True
4211207,Morro da Fumaça,42,Santa Catarina,Sul,418,8,36,0.0861244019138756,5,2020-02-02,2025-08-24,7,5.142857142857143,4.0,12.0,0,True
4211256,Morro Grande,42,Santa Catarina,Sul,418,8,8,0.019138755980861243,2,2023-06-04,2025-02-16,2,4.0,4.0,4.0,0,True
4211306,Navegantes,42,Santa Catarina,Sul,418,8,143,0.34210526315789475,7,2019-04-28,2024-12-29,13,11.0,7.0,30.0,2,True
4211405,Nova Erechim,42,Santa Catarina,Sul,418,8,58,0.13875598086124402,5,2020-05-24,2025-12-28,7,8.285714285714286,4.0,28.0,0,True
4211454,Nova Itaberaba,42,Santa Catarina,Sul,418,8,72,0.1722488038277512,6,2019-05-19,2025-12-28,10,7.2,5.5,16.0,1,True
4211504,Nova Trento,42,Santa Catarina,Sul,418,8,101,0.24162679425837322,5,2019-04-28,2024-07-14,12,8.416666666666666,4.0,27.0,1,True
4211603,Nova Veneza,42,Santa Catarina,Sul,418,8,24,0.05741626794258373,3,2022-05-01,2025-03-23,5,4.8,4.0,7.0,0,True
4211652,Novo Horizonte,42,Santa Catarina,Sul,418,8,34,0.08133971291866028,2,2022-04-24,2024-07-07,3,11.333333333333334,7.0,23.0,0,True
4211702,Orleans,42,Santa Catarina,Sul,418,8,57,0.13636363636363635,5,2019-03-10,2025-02-09,11,5.181818181818182,4.0,20.0,0,True
4211751,Otacílio Costa,42,Santa Catarina,Sul,418,8,32,0.07655502392344497,4,2022-03-27,2025-01-26,4,8.0,4.0,20.0,0,True
4211801,Ouro,42,Santa Catarina,Sul,418,8,38,0.09090909090909091,3,2018-07-22,2025-12-28,4,9.5,5.5,23.0,0,True
4211850,Ouro Verde,42,Santa Catarina,Sul,418,8,26,0.06220095693779904,2,2022-03-06,2024-07-07,4,6.5,4.5,13.0,0,True
4211876,Paial,42,Santa Catarina,Sul,418,8,34,0.08133971291866028,3,2022-03-20,2025-06-15,5,6.8,5.0,13.0,0,True
4211892,Painel,42,Santa Catarina,Sul,418,8,12,0.028708133971291867,3,2019-05-19,2024-03-10,3,4.0,4.0,4.0,0,True
4211900,Palhoça,42,Santa Catarina,Sul,418,8,136,0.3253588516746411,7,2019-05-12,2025-01-12,10,13.6,5.0,60.0,2,True
4212007,Palma Sola,42,Santa Catarina,Sul,418,8,90,0.215311004784689,7,2018-02-04,2025-04-13,14,6.428571428571429,4.0,26.0,0,True
4212056,Palmeira,42,Santa Catarina,Sul,418,8,10,0.023923444976076555,2,2023-04-09,2024-02-25,2,5.0,5.0,6.0,0,True
4212106,Palmitos,42,Santa Catarina,Sul,418,8,83,0.19856459330143542,6,2019-02-03,2025-12-14,11,7.545454545454546,4.0,28.0,2,True
4212205,Papanduva,42,Santa Catarina,Sul,418,8,37,0.08851674641148326,6,2019-03-24,2024-11-24,9,4.111111111111111,4.0,9.0,0,True
4212239,Paraíso,42,Santa Catarina,Sul,418,8,45,0.1076555023923445,2,2022-01-23,2024-06-30,5,9.0,4.0,18.0,0,True
4212254,Passo de Torres,42,Santa Catarina,Sul,418,8,50,0.11961722488038277,3,2023-02-26,2025-08-31,7,7.142857142857143,4.0,23.0,0,True
4212270,Passos Maia,42,Santa Catarina,Sul,418,8,37,0.08851674641148326,3,2022-03-13,2025-10-05,6,6.166666666666667,4.0,17.0,0,True
4212304,Paulo Lopes,42,Santa Catarina,Sul,418,8,74,0.17703349282296652,5,2019-04-28,2025-02-02,12,6.166666666666667,4.0,23.0,1,True
4212403,Pedras Grandes,42,Santa Catarina,Sul,418,8,11,0.02631578947368421,2,2019-12-01,2024-05-19,2,5.5,5.5,7.0,0,True
4212502,Penha,42,Santa Catarina,Sul,418,8,153,0.3660287081339713,7,2019-09-29,2025-12-28,16,9.5625,4.0,67.0,1,True
4212601,Peritiba,42,Santa Catarina,Sul,418,8,32,0.07655502392344497,3,2022-02-27,2024-05-26,5,6.4,4.0,17.0,1,True
4212650,Pescaria Brava,42,Santa Catarina,Sul,418,8,30,0.07177033492822966,4,2021-06-20,2024-10-06,6,5.0,4.0,7.0,0,True
4212700,Petrolândia,42,Santa Catarina,Sul,418,8,26,0.06220095693779904,3,2023-03-19,2025-05-11,3,8.666666666666666,4.0,21.0,0,True
4212809,Balneário Piçarras,42,Santa Catarina,Sul,418,8,162,0.3875598086124402,6,2020-01-05,2025-12-28,18,9.0,5.0,27.0,3,True
4212908,Pinhalzinho,42,Santa Catarina,Sul,418,8,41,0.09808612440191387,5,2020-11-15,2025-11-16,8,5.125,3.5,18.0,0,True
4213005,Pinheiro Preto,42,Santa Catarina,Sul,418,8,8,0.019138755980861243,2,2024-05-19,2025-04-13,2,4.0,4.0,4.0,0,True
4213104,Piratuba,42,Santa Catarina,Sul,418,8,50,0.11961722488038277,3,2022-03-20,2025-12-28,6,8.333333333333334,4.0,19.0,0,True
4213153,Planalto Alegre,42,Santa Catarina,Sul,418,8,57,0.13636363636363635,5,2019-04-21,2025-06-29,6,9.5,5.0,20.0,0,True
4213203,Pomerode,42,Santa Catarina,Sul,418,8,104,0.24880382775119617,7,2019-06-23,2025-11-02,15,6.933333333333334,4.0,33.0,0,True
4213302,Ponte Alta,42,Santa Catarina,Sul,418,8,23,0.05502392344497608,3,2022-10-09,2025-05-25,5,4.6,4.0,7.0,0,True
4213351,Ponte Alta do Norte,42,Santa Catarina,Sul,418,8,0,0.0,0,,,0,,,,0,False
4213401,Ponte Serrada,42,Santa Catarina,Sul,418,8,40,0.09569377990430622,3,2022-03-13,2025-11-16,4,10.0,8.0,21.0,0,True
4213500,Porto Belo,42,Santa Catarina,Sul,418,8,137,0.3277511961722488,7,2018-05-06,2025-12-14,15,9.133333333333333,6.0,22.0,1,True
4213609,Porto União,42,Santa Catarina,Sul,418,8,74,0.17703349282296652,4,2022-02-27,2025-11-30,13,5.6923076923076925,4.0,30.0,1,True
4213708,Pouso Redondo,42,Santa Catarina,Sul,418,8,60,0.14354066985645933,5,2021-04-18,2025-06-29,11,5.454545454545454,4.0,21.0,0,True
4213807,Praia Grande,42,Santa Catarina,Sul,418,8,11,0.02631578947368421,2,2023-04-30,2024-05-19,2,5.5,5.5,6.0,0,True
4213906,Presidente Castello Branco,42,Santa Catarina,Sul,418,8,20,0.04784688995215311,6,2018-12-09,2025-02-16,5,4.0,4.0,4.0,1,True
4214003,Presidente Getúlio,42,Santa Catarina,Sul,418,8,61,0.145933014354067,5,2020-09-06,2025-06-22,7,8.714285714285714,4.0,30.0,0,True
4214102,Presidente Nereu,42,Santa Catarina,Sul,418,8,17,0.04066985645933014,2,2024-02-11,2025-05-11,3,5.666666666666667,4.0,9.0,0,True
4214151,Princesa,42,Santa Catarina,Sul,418,8,45,0.1076555023923445,4,2019-11-17,2024-07-28,4,11.25,11.0,19.0,0,True
4214201,Quilombo,42,Santa Catarina,Sul,418,8,80,0.19138755980861244,5,2020-04-26,2024-12-01,10,8.0,5.0,19.0,1,True
4214300,Rancho Queimado,42,Santa Catarina,Sul,418,8,34,0.08133971291866028,4,2022-12-18,2025-12-28,7,4.857142857142857,4.0,8.0,1,True
4214409,Rio das Antas,42,Santa Catarina,Sul,418,8,10,0.023923444976076555,2,2024-03-31,2025-05-11,2,5.0,5.0,6.0,0,True
4214508,Rio do Campo,42,Santa Catarina,Sul,418,8,23,0.05502392344497608,5,2021-12-05,2025-05-04,6,3.8333333333333335,4.0,4.0,0,True
4214607,Rio do Oeste,42,Santa Catarina,Sul,418,8,36,0.0861244019138756,4,2022-06-12,2025-03-16,5,7.2,4.0,19.0,0,True
4214706,Rio dos Cedros,42,Santa Catarina,Sul,418,8,73,0.17464114832535885,7,2019-09-29,2025-12-28,11,6.636363636363637,4.0,28.0,1,True
4214805,Rio do Sul,42,Santa Catarina,Sul,418,8,99,0.23684210526315788,6,2020-03-01,2025-12-28,12,8.25,4.0,24.0,1,True
4214904,Rio Fortuna,42,Santa Catarina,Sul,418,8,30,0.07177033492822966,5,2018-03-25,2024-06-02,6,5.0,4.5,7.0,0,True
4215000,Rio Negrinho,42,Santa Catarina,Sul,418,8,72,0.1722488038277512,4,2022-04-10,2025-11-30,9,8.0,4.0,24.0,0,True
4215059,Rio Rufino,42,Santa Catarina,Sul,418,8,9,0.0215311004784689,1,2024-04-21,2024-07-07,2,4.5,4.5,5.0,0,False
4215075,Riqueza,42,Santa Catarina,Sul,418,8,77,0.18421052631578946,6,2019-04-07,2024-07-21,8,9.625,4.0,20.0,0,True
4215109,Rodeio,42,Santa Catarina,Sul,418,8,75,0.17942583732057416,4,2022-03-06,2025-09-28,9,8.333333333333334,4.0,29.0,0,True
4215208,Romelândia,42,Santa Catarina,Sul,418,8,43,0.10287081339712918,5,2018-02-18,2025-07-06,7,6.142857142857143,4.0,16.0,0,True
4215307,Salete,42,Santa Catarina,Sul,418,8,40,0.09569377990430622,3,2020-02-02,2024-11-24,9,4.444444444444445,4.0,10.0,0,True
4215356,Saltinho,42,Santa Catarina,Sul,418,8,35,0.08373205741626795,4,2020-04-19,2025-11-09,5,7.0,4.0,18.0,0,True
4215406,Salto Veloso,42,Santa Catarina,Sul,418,8,15,0.03588516746411483,2,2024-03-31,2025-01-26,2,7.5,7.5,11.0,0,True
4215455,Sangão,42,Santa Catarina,Sul,418,8,38,0.09090909090909091,5,2018-12-30,2025-08-17,10,3.8,4.0,10.0,0,True
4215505,Santa Cecília,42,Santa Catarina,Sul,418,8,25,0.05980861244019139,3,2023-03-26,2025-10-05,4,6.25,4.0,13.0,0,True
4215554,Santa Helena,42,Santa Catarina,Sul,418,8,74,0.17703349282296652,4,2021-03-14,2025-12-28,11,6.7272727272727275,4.0,22.0,0,True
4215604,Santa Rosa de Lima,42,Santa Catarina,Sul,418,8,14,0.03349282296650718,3,2019-01-06,2024-03-31,3,4.666666666666667,4.0,6.0,0,True
4215653,Santa Rosa do Sul,42,Santa Catarina,Sul,418,8,18,0.0430622009569378,2,2023-05-14,2024-06-09,3,6.0,5.0,9.0,0,True
4215679,Santa Terezinha,42,Santa Catarina,Sul,418,8,20,0.04784688995215311,4,2019-12-01,2024-06-30,5,4.0,4.0,4.0,0,True
4215687,Santa Terezinha do Progresso,42,Santa Catarina,Sul,418,8,35,0.08373205741626795,3,2020-03-08,2024-07-14,3,11.666666666666666,8.0,23.0,0,True
4215695,Santiago do Sul,42,Santa Catarina,Sul,418,8,46,0.11004784688995216,4,2022-02-20,2025-11-30,6,7.666666666666667,5.0,20.0,0,True
4215703,Santo Amaro da Imperatriz,42,Santa Catarina,Sul,418,8,113,0.2703349282296651,5,2019-11-17,2025-12-21,16,7.0625,4.5,29.0,2,True
4215752,São Bernardino,42,Santa Catarina,Sul,418,8,47,0.11244019138755981,5,2020-02-16,2025-11-23,6,7.833333333333333,4.0,22.0,0,True
4215802,São Bento do Sul,42,Santa Catarina,Sul,418,8,98,0.23444976076555024,7,2019-03-17,2025-12-21,13,7.538461538461538,4.0,27.0,0,True
4215901,São Bonifácio,42,Santa Catarina,Sul,418,8,36,0.0861244019138756,6,2019-05-05,2025-01-26,7,5.142857142857143,4.0,10.0,0,True
4216008,São Carlos,42,Santa Catarina,Sul,418,8,88,0.21052631578947367,7,2019-06-30,2025-01-19,10,8.8,5.0,26.0,0,True
4216057,São Cristóvão do Sul,42,Santa Catarina,Sul,418,8,8,0.019138755980861243,2,2023-03-05,2024-04-21,2,4.0,4.0,4.0,0,True
4216107,São Domingos,42,Santa Catarina,Sul,418,8,43,0.10287081339712918,4,2022-03-20,2025-12-07,6,7.166666666666667,4.5,20.0,0,True
4216206,São Francisco do Sul,42,Santa Catarina,Sul,418,8,151,0.361244019138756,5,2020-03-15,2024-07-14,6,25.166666666666668,12.0,92.0,1,True
4216255,São João do Oeste,42,Santa Catarina,Sul,418,8,74,0.17703349282296652,4,2022-01-23,2024-12-29,5,14.8,11.0,27.0,1,True
4216305,São João Batista,42,Santa Catarina,Sul,418,8,139,0.33253588516746413,6,2019-04-14,2024-08-25,13,10.692307692307692,7.0,25.0,1,True
4216354,São João do Itaperiú,42,Santa Catarina,Sul,418,8,56,0.1339712918660287,4,2020-05-03,2024-06-09,8,7.0,5.0,24.0,0,True
4216404,São João do Sul,42,Santa Catarina,Sul,418,8,21,0.050239234449760764,3,2022-06-05,2024-04-28,4,5.25,4.0,9.0,0,True
4216503,São Joaquim,42,Santa Catarina,Sul,418,8,32,0.07655502392344497,4,2022-05-15,2025-01-19,8,4.0,4.0,4.0,0,True
4216602,São José,42,Santa Catarina,Sul,418,8,161,0.38516746411483255,7,2019-05-05,2025-01-05,11,14.636363636363637,6.0,70.0,2,True
4216701,São José do Cedro,42,Santa Catarina,Sul,418,8,64,0.15311004784688995,6,2018-12-23,2024-12-08,11,5.818181818181818,4.0,18.0,1,True
4216800,São José do Cerrito,42,Santa Catarina,Sul,418,8,9,0.0215311004784689,1,2024-03-03,2024-04-28,1,9.0,9.0,9.0,0,False
4216909,São Lourenço do Oeste,42,Santa Catarina,Sul,418,8,78,0.18660287081339713,7,2019-06-02,2025-10-05,11,7.090909090909091,4.0,29.0,0,True
4217006,São Ludgero,42,Santa Catarina,Sul,418,8,46,0.11004784688995216,5,2019-06-16,2025-01-05,7,6.571428571428571,4.0,20.0,1,True
4217105,São Martinho,42,Santa Catarina,Sul,418,8,23,0.05502392344497608,4,2020-05-31,2024-05-19,5,4.6,4.0,7.0,0,True
4217154,São Miguel da Boa Vista,42,Santa Catarina,Sul,418,8,30,0.07177033492822966,2,2022-02-20,2025-12-28,4,7.5,4.0,20.0,0,True
4217204,São Miguel do Oeste,42,Santa Catarina,Sul,418,8,86,0.20574162679425836,4,2020-03-01,2025-11-23,10,8.6,3.5,24.0,0,True
4217253,São Pedro de Alcântara,42,Santa Catarina,Sul,418,8,78,0.18660287081339713,5,2018-02-18,2025-12-28,7,11.142857142857142,4.0,45.0,1,True
4217303,Saudades,42,Santa Catarina,Sul,418,8,83,0.19856459330143542,5,2020-01-05,2025-12-28,8,10.375,8.5,21.0,0,True
4217402,Schroeder,42,Santa Catarina,Sul,418,8,88,0.21052631578947367,7,2019-04-14,2025-10-12,14,6.285714285714286,4.0,28.0,0,True
4217501,Seara,42,Santa Catarina,Sul,418,8,88,0.21052631578947367,7,2018-04-22,2025-11-23,18,4.888888888888889,3.0,29.0,0,True
4217550,Serra Alta,42,Santa Catarina,Sul,418,8,24,0.05741626794258373,3,2020-06-28,2024-06-30,3,8.0,9.0,11.0,0,True
4217600,Siderópolis,42,Santa Catarina,Sul,418,8,25,0.05980861244019139,4,2022-04-17,2025-01-26,6,4.166666666666667,4.0,5.0,0,True
4217709,Sombrio,42,Santa Catarina,Sul,418,8,46,0.11004784688995216,6,2019-04-28,2024-12-22,9,5.111111111111111,4.0,14.0,0,True
4217758,Sul Brasil,42,Santa Catarina,Sul,418,8,28,0.06698564593301436,3,2020-02-02,2024-06-30,4,7.0,6.5,11.0,0,True
4217808,Taió,42,Santa Catarina,Sul,418,8,53,0.12679425837320574,6,2019-12-22,2024-10-06,8,6.625,4.5,19.0,1,True
4217907,Tangará,42,Santa Catarina,Sul,418,8,29,0.06937799043062201,3,2023-04-02,2025-01-19,5,5.8,4.0,13.0,0,True
4217956,Tigrinhos,42,Santa Catarina,Sul,418,8,33,0.07894736842105263,2,2022-01-23,2024-09-08,5,6.6,4.0,20.0,0,True
4218004,Tijucas,42,Santa Catarina,Sul,418,8,143,0.34210526315789475,8,2018-07-29,2025-11-09,18,7.944444444444445,3.5,30.0,2,True
4218103,Timbé do Sul,42,Santa Catarina,Sul,418,8,8,0.019138755980861243,2,2021-10-03,2025-10-12,2,4.0,4.0,4.0,0,True
4218202,Timbó,42,Santa Catarina,Sul,418,8,128,0.3062200956937799,6,2019-04-21,2024-12-01,18,7.111111111111111,4.0,37.0,1,True
4218251,Timbó Grande,42,Santa Catarina,Sul,418,8,8,0.019138755980861243,1,2024-03-17,2024-05-26,2,4.0,4.0,4.0,0,False
4218301,Três Barras,42,Santa Catarina,Sul,418,8,20,0.04784688995215311,3,2022-03-13,2024-05-26,5,4.0,4.0,4.0,0,True
4218350,Treviso,42,Santa Catarina,Sul,418,8,5,0.011961722488038277,1,2025-04-20,2025-12-28,2,2.5,2.5,4.0,0,False
4218400,Treze de Maio,42,Santa Catarina,Sul,418,8,8,0.019138755980861243,2,2022-05-15,2024-06-02,2,4.0,4.0,4.0,0,True
4218509,Treze Tílias,42,Santa Catarina,Sul,418,8,39,0.09330143540669857,5,2020-03-15,2025-06-15,7,5.571428571428571,4.0,21.0,0,True
4218608,Trombudo Central,42,Santa Catarina,Sul,418,8,48,0.11483253588516747,6,2018-03-04,2025-12-28,11,4.363636363636363,4.0,15.0,0,True
4218707,Tubarão,42,Santa Catarina,Sul,418,8,69,0.16507177033492823,8,2018-12-09,2025-12-14,17,4.0588235294117645,2.0,24.0,0,True
4218756,Tunápolis,42,Santa Catarina,Sul,418,8,79,0.18899521531100477,6,2018-03-11,2024-08-18,12,6.583333333333333,4.0,17.0,0,True
4218806,Turvo,42,Santa Catarina,Sul,418,8,25,0.05980861244019139,5,2020-09-06,2025-03-30,6,4.166666666666667,4.0,8.0,0,True
4218855,União do Oeste,42,Santa Catarina,Sul,418,8,31,0.07416267942583732,4,2022-03-20,2025-06-29,6,5.166666666666667,4.0,15.0,0,True
4218905,Urubici,42,Santa Catarina,Sul,418,8,16,0.03827751196172249,2,2023-04-23,2024-04-14,4,4.0,4.0,4.0,0,True
4218954,Urupema,42,Santa Catarina,Sul,418,8,0,0.0,0,,,0,,,,0,False
4219002,Urussanga,42,Santa Catarina,Sul,418,8,33,0.07894736842105263,4,2018-02-04,2024-08-04,7,4.714285714285714,4.0,9.0,0,True
4219101,Vargeão,42,Santa Catarina,Sul,418,8,18,0.0430622009569378,3,2020-01-26,2024-06-02,3,6.0,5.0,11.0,0,True
4219150,Vargem,42,Santa Catarina,Sul,418,8,14,0.03349282296650718,2,2024-03-10,2025-04-20,2,7.0,7.0,10.0,0,True
4219176,Vargem Bonita,42,Santa Catarina,Sul,418,8,18,0.0430622009569378,2,2022-04-03,2024-07-07,2,9.0,9.0,14.0,0,True
4219200,Vidal Ramos,42,Santa Catarina,Sul,418,8,49,0.11722488038277512,5,2021-08-08,2025-09-07,8,6.125,4.0,16.0,0,True
4219309,Videira,42,Santa Catarina,Sul,418,8,86,0.20574162679425836,7,2019-03-31,2025-09-21,14,6.142857142857143,4.0,24.0,0,True
4219358,Vitor Meireles,42,Santa Catarina,Sul,418,8,10,0.023923444976076555,2,2022-04-24,2025-04-27,2,5.0,5.0,5.0,0,True
4219408,Witmarsum,42,Santa Catarina,Sul,418,8,4,0.009569377990430622,1,2022-05-22,2022-06-12,1,4.0,4.0,4.0,0,False
4219507,Xanxerê,42,Santa Catarina,Sul,418,8,63,0.1507177033492823,3,2022-01-30,2024-09-08,5,12.6,9.0,27.0,0,True
4219606,Xavantina,42,Santa Catarina,Sul,418,8,28,0.06698564593301436,3,2022-03-13,2025-12-21,4,7.0,5.5,14.0,0,True
4219705,Xaxim,42,Santa Catarina,Sul,418,8,84,0.20095693779904306,7,2019-04-21,2025-11-02,15,5.6,3.0,27.0,0,True
4219853,Zortéa,42,Santa Catarina,Sul,418,8,18,0.0430622009569378,1,2024-03-03,2024-06-30,1,18.0,18.0,18.0,0,False
4220000,Balneário Rincão,42,Santa Catarina,Sul,418,8,39,0.09330143540669857,3,2023-01-08,2025-06-08,4,9.75,9.0,18.0,0,True
4300034,Aceguá,43,Rio Grande do Sul,Sul,418,8,8,0.019138755980861243,2,2020-03-15,2024-04-07,2,4.0,4.0,4.0,0,True
4300059,Água Santa,43,Rio Grande do Sul,Sul,418,8,26,0.06220095693779904,4,2021-04-04,2024-09-08,6,4.333333333333333,4.0,6.0,0,True
4300109,Agudo,43,Rio Grande do Sul,Sul,418,8,73,0.17464114832535885,7,2018-01-07,2025-12-21,14,5.214285714285714,4.0,15.0,0,True
4300208,Ajuricaba,43,Rio Grande do Sul,Sul,418,8,98,0.23444976076555024,7,2019-05-12,2025-09-14,16,6.125,4.0,29.0,1,True
4300307,Alecrim,43,Rio Grande do Sul,Sul,418,8,91,0.21770334928229665,5,2020-03-01,2024-10-27,13,7.0,4.0,32.0,0,True
4300406,Alegrete,43,Rio Grande do Sul,Sul,418,8,82,0.19617224880382775,7,2019-05-05,2025-12-21,14,5.857142857142857,4.0,22.0,2,True
4300455,Alegria,43,Rio Grande do Sul,Sul,418,8,57,0.13636363636363635,4,2019-11-03,2025-11-16,6,9.5,4.5,30.0,0,True
4300471,Almirante Tamandaré do Sul,43,Rio Grande do Sul,Sul,418,8,17,0.04066985645933014,3,2022-03-06,2025-05-25,4,4.25,4.0,5.0,0,True
4300505,Alpestre,43,Rio Grande do Sul,Sul,418,8,41,0.09808612440191387,4,2022-05-29,2025-06-01,5,8.2,4.0,21.0,0,True
4300554,Alto Alegre,43,Rio Grande do Sul,Sul,418,8,18,0.0430622009569378,2,2023-05-14,2024-05-19,3,6.0,6.0,8.0,0,True
4300570,Alto Feliz,43,Rio Grande do Sul,Sul,418,8,19,0.045454545454545456,3,2022-08-21,2024-07-21,4,4.75,4.0,7.0,0,True
4300604,Alvorada,43,Rio Grande do Sul,Sul,418,8,141,0.3373205741626794,4,2022-02-06,2025-12-28,10,14.1,6.5,51.0,0,True
4300638,Amaral Ferrador,43,Rio Grande do Sul,Sul,418,8,4,0.009569377990430622,1,2024-02-25,2024-03-17,1,4.0,4.0,4.0,0,False
4300646,Ametista do Sul,43,Rio Grande do Sul,Sul,418,8,71,0.16985645933014354,5,2021-04-04,2025-11-16,11,6.454545454545454,4.0,24.0,0,True
4300661,André da Rocha,43,Rio Grande do Sul,Sul,418,8,10,0.023923444976076555,1,2024-03-17,2024-05-19,1,10.0,10.0,10.0,0,False
4300703,Anta Gorda,43,Rio Grande do Sul,Sul,418,8,27,0.0645933014354067,3,2022-03-13,2024-05-19,4,6.75,4.0,18.0,0,True
4300802,Antônio Prado,43,Rio Grande do Sul,Sul,418,8,29,0.06937799043062201,3,2021-03-07,2024-06-23,3,9.666666666666666,6.0,19.0,0,True
4300851,Arambaré,43,Rio Grande do Sul,Sul,418,8,9,0.0215311004784689,3,2021-12-19,2024-05-05,2,4.5,4.5,5.0,1,True
4300877,Araricá,43,Rio Grande do Sul,Sul,418,8,61,0.145933014354067,3,2022-01-30,2024-08-18,8,7.625,4.0,24.0,1,True
4300901,Aratiba,43,Rio Grande do Sul,Sul,418,8,44,0.10526315789473684,5,2021-01-17,2025-07-13,7,6.285714285714286,4.0,24.0,1,True
4301008,Arroio do Meio,43,Rio Grande do Sul,Sul,418,8,35,0.08373205741626795,3,2022-01-30,2024-06-30,6,5.833333333333333,3.0,19.0,0,True
4301057,Arroio do Sal,43,Rio Grande do Sul,Sul,418,8,29,0.06937799043062201,4,2022-04-17,2025-05-25,5,5.8,4.0,13.0,0,True
4301073,Arroio do Padre,43,Rio Grande do Sul,Sul,418,8,0,0.0,0,,,0,,,,0,False
4301107,Arroio dos Ratos,43,Rio Grande do Sul,Sul,418,8,54,0.1291866028708134,4,2019-11-24,2025-12-28,7,7.714285714285714,6.0,20.0,1,True
4301206,Arroio do Tigre,43,Rio Grande do Sul,Sul,418,8,49,0.11722488038277512,3,2022-03-27,2025-07-13,6,8.166666666666666,6.0,22.0,0,True
4301305,Arroio Grande,43,Rio Grande do Sul,Sul,418,8,24,0.05741626794258373,4,2022-05-15,2025-12-21,5,4.8,4.0,7.0,0,True
4301404,Arvorezinha,43,Rio Grande do Sul,Sul,418,8,49,0.11722488038277512,5,2021-04-04,2025-09-07,7,7.0,6.0,14.0,0,True
4301503,Augusto Pestana,43,Rio Grande do Sul,Sul,418,8,36,0.0861244019138756,5,2018-11-18,2025-10-19,6,6.0,4.0,17.0,0,True
4301552,Áurea,43,Rio Grande do Sul,Sul,418,8,63,0.1507177033492823,4,2021-03-07,2025-12-28,9,7.0,4.0,17.0,1,True
4301602,Bagé,43,Rio Grande do Sul,Sul,418,8,63,0.1507177033492823,7,2018-12-23,2025-12-21,13,4.846153846153846,4.0,17.0,1,True
4301636,Balneário Pinhal,43,Rio Grande do Sul,Sul,418,8,46,0.11004784688995216,4,2021-05-23,2025-06-08,6,7.666666666666667,4.0,19.0,0,True
4301651,Barão,43,Rio Grande do Sul,Sul,418,8,16,0.03827751196172249,2,2024-02-04,2025-09-07,4,4.0,4.0,4.0,0,True
4301701,Barão de Cotegipe,43,Rio Grande do Sul,Sul,418,8,63,0.1507177033492823,4,2021-02-21,2024-07-07,10,6.3,5.5,16.0,1,True
4301750,Barão do Triunfo,43,Rio Grande do Sul,Sul,418,8,19,0.045454545454545456,2,2022-11-13,2024-05-12,3,6.333333333333333,4.0,11.0,0,True
4301800,Barracão,43,Rio Grande do Sul,Sul,418,8,11,0.02631578947368421,1,2024-04-07,2024-06-16,1,11.0,11.0,11.0,0,False
4301859,Barra do Guarita,43,Rio Grande do Sul,Sul,418,8,80,0.19138755980861244,5,2019-03-17,2025-10-26,10,8.0,4.0,25.0,1,True
4301875,Barra do Quaraí,43,Rio Grande do Sul,Sul,418,8,11,0.02631578947368421,2,2024-03-17,2025-05-04,2,5.5,5.5,7.0,0,True
4301909,Barra do Ribeiro,43,Rio Grande do Sul,Sul,418,8,80,0.19138755980861244,5,2018-09-30,2025-12-14,12,6.666666666666667,4.0,23.0,0,True
